Relating_Object_Type,Relating_Object_GUID,Related_Object_Type,Related_Object_GUID,Relationship_Type
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1pKGak0grCShIKJX2Z5TUu,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2FO7THJUz21Q71hru7Wvqe,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,39w_GMDVfCbxMr4Yl42u2H,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3t0Mcp2m9BgA2CKbBsdcUq,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,03wQZTADT59hevuzRSF1cl,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2$PkXVtSz96vUzgW6aW4j_,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,00jIMN3OfETxDDwk1hMGMf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,06klmWmLX2j8hO$YAJ9P9s,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,03q0Kq59r3_RxZC2rSyx3H,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0Lo5bu1pT2vw95J_lAZaDw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,206dugTsPFsQc4YzF0bxU7,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0CsIwmMAHFlvEOi5rq_fmd,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0Ak0NaQhHEogjewypTiXtK,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0uwja2cRXDLwWLEKf98kId,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Kf$vz1I5EXh02OAvZrNb7,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Mzq9qNFDAIxBVTj4bE0OQ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1b$3x3Y854Uueyzjgx1WbT,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3iIl0jDWn1IhLdh9YFiAKR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1CixFzTvX2bfTPxkL0DZAV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3lCjRtsWHEsxzAIhgXhhDi,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1ZyWtnU5LFyu0NootCyuBf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0YqaFzTAz2yucZKvrbJ7TY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0FNBfT5fT5$OC14_WGZ72j,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2qw68tK6D8kx5W45it5VfX,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1EZEtZ2YfFyxOU0RLN6IW4,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3y7uLF48n55OJcmnmt0cTQ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2G64LhO4rD1wPqsAjDkKVJ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1d3ldCQQP0jBPd8GkT0ynR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0Uq8Y300992QKGXsVSO3HR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2HSNy1sl14fhZ0EhhKVbRD,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0w9N5WV$92j9479PmF2xcO,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1C4f92TNz6PAlP$5quNGrF,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1pA531Y6vF28K2n2giBFXi,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3p0ZNm0jf1HPUbw6$_EdRV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3iWrdnN7b3SvI3UhVjYGsq,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2F9Fvx8zrBURd8vRXdDl$$,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2g4AiNPov7QQ51h59_V7n7,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Qw442nFb6DBNZ$LogkHls,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2KgIs2OZf90AT$uVLBVR5C,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3ABaSr1y5DbwUPVHOuWaYf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3$2akSXTD6DOocIAK17yZH,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,00wF97lWbDDACVs$G64OMk,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Q1I$AYSv4tuwt6$y_dijl,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2ZfzqUZer0LADfVfUeg2hv,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1OAFYDIzLFI9FB_VdI9gwK,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2PvqFPfx993PHGSta5Y1dn,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2RrlW0Jvr4vx4lA7a4djMr,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0NAK3nXsr1jBPWs6uuPz61,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0xETsSBHD0v9xu8JS3Ib7W,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0unhAMdwLBEPeSB$NTMbNt,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2fegPOb0z4V84lCudBiOvn,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1YaqtcW2DC7uxDRBf9hQ9s,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3k9Rjqt_X7wwN07pEbH3X2,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,25TSJZUFD8789gzzGzOydw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1MPyU_Z2T5Nud6NJS95tKW,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3MbSN7SDP6EA$44rJgO8yP,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1e0jM8rPL4vPwsZ9sN1BFU,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0aCdQQ0Q57FBXm0Jx3Av0f,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1196Jonmj2_ww9hSJguC2I,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0xawPGyODEiQt4hcUDPXhp,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1Ihz3iarLDrArvToUDsUBa,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3GJIvWAfTDefFNar5Ezclx,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1Q$x9hsHL0vuMns4PS5Trf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1jQOOyD95D5fAzUVeMlGN5,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3pcyDV1KbB3fhcsKCQYLXr,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1HoGypAQj9Yf$lAhyvtWuj,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2UfCCWWpXDXvDpXECKXTJf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2bl$CNPf51HOO66$z1octb,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0JjLxj2kLCRv01t0vrW5Kw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,29_O2XLnX0UR6FzaPwhERy,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3udsJmbY1DVA2E791d9PKw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0UoOtSd09DfgJ1AF4yfqba,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,35kzznu3TAxQtjUgA53piY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,17cLhBGwXDWPKr95ss2CpY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2dUhWGgDf13PleqEdzkSQU,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0Rl8TCDi9AAf3aK8vohHr1,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0zUV$7VAX3cPeMZYxhHcCU,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3HNsqCeM5F8OwUB_Xeux8f,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0DWlqJZWfAXOzqec$jA515,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,04164ox6H5yOdmggcoYnaC,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3rUVCjVDXF3vrD8$G7zMah,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0aH4nPP2bEfvpHDnWNTWxK,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0kctNCxT96ZxPj82gx984J,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,16w1nVOP16q97$UXTt4NQR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1n3Kf08O9BQxPfyoyhijbA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0JNMxVcG5AtespUXfnKs6L,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3GSu$y7Zz7efw1Jw5ocRic,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3YUoVW_0z4ngeneqRhGfAC,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0bW9hrpQD35BTsZPReDuKT,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,13rY_H$mrAHQ4DWzpRm2hf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2_SMk1jOL4zOQwwNJxaeWP,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2lf9JHmtT4P9oxaiozUeiW,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1ar07k3dnDxeqlNSOAoBfo,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,22gTrJ_kj65wRY9jWf29mH,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1S8ChcBjnAcfWiByNw0ENr,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2u_RgxSx9ALRPp_hdAfn6f,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1lPl2Yj6H6y9eRPgt1MLgP,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2n_iRu5y19pRuRyZFdkO$m,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3IFntLaln4iQqMg4fXdtLe,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3C9LGCDoDEvvOXlT2qQl5u,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3PNPJS3Zz2s9ceAGje_5D1,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2FfkERb4TFU9XjfCLhHUhA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2enbWKCynA3OX6_qxb3AXs,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,06km7NMpf2zey4YYKHg2BA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,16rJlsWIr4Y9pkZPXwGrbS,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2m01r0Ntv4re3nYDki8PIx,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0exChrelTBM9cXIdLmxArM,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2mta8Bm65FyRTslWMmZvBs,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0EyC_rw8b4o9yepNZBVPey,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3aZX6FyHT8dg28RpJN_$bq,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1599TIEYvFdhv3QqxbY4vR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0_WhvRkRHA5xBaMzoPWe5K,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,34AnHAnur9fhAIBH0KqEN3,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2ksSH$j5r5GQzHNBQKtYKA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3LuphJRmLFnOYDnN$USmDY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,03wyvTLHX8jPqb01L2wJaJ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2kXjTsAZ5AeOJV8IZTvZfd,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0u6V6LIKDAzx1P$x1Diib_,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1MxEQ$Zlf5YPR5mNRufTum,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0YFQiLIv11Huhl8bwYPP7r,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2hO4bGzDzC7P8sYHcuLBDz,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0u8y9cPVj1KuUt0IyHd$iA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3fCZR8G7X358M$eH3_j5k3,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1nOngTww94Vx_O$8m6YDJ$,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,05avtU6xrB_hsstALBTHEq,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1Z7WBE$NL9G9qEcT7FnBLV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3RX_B_NSb8G8mdQT2r9bR4,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2lZLQthzj8MvZ2FSi8AuE0,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2wPbDJYnT8Z9hKCwupGZIt,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1f4CLTkMb8NuaTq5XFmwQQ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1DBiYcOZTEzOaRmTvnU$0I,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2G1u10u_r1Oh_NRyebGL88,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,38DEbbfw5Aow6nwzVr2WZw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2KVo9mgq50uBo0ke__Y6eL,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1WjZpWgy9E_g8zpiSUH5Hi,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3KIDRIqovANRuHnBg$HmDl,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2a_9oAIVb7rvALU6YX4Sx9,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0NuWHbivbEswk1_mAL98b8,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0aQ1Zhkwj1$hWp3O5mwzrY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2kWUhiZPb69OG7i0VFReiF,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Y$X4elnL9FQRGqE8N2wW2,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0A1iyKdJvBYh9jqowPLpSL,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Ccjck3nD7R9SJUM8TyHud,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3YMBK3TZ52Xx_NidgfHkhL,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1TRNvYLKj1bw1RNHHbgCoz,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,38qfP$XJH3Q96rHY83E7NN,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0d3Yl6jSHAMAEMsBKN2bIo,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3CzklXLHb8IOHVuIYWmPm3,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3ZTGsSBYX2jOOn4dCEQWUL,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0U5RdVrk1D4A1TY0zcepZV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2DE6Eaf7PETeijc9jRVA_f,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3ypYuZoy5CEQlMP2tcadR4,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2llt3HFfv43eC_cMY79fFq,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1VeDauG$zFIe_1jjunCj87,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1_SKk64UbDD9CJwO4QgMhf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,39XmD6ud95TxFpQUC0yzV2,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3C1D6Jhmn0QuPZJcaDabfT,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3mh91BdCfBLO$V_tDDYhQ0,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1OPlsSArD38vJkrEVY3cQv,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1DWUpLkeHCx8M9bAh4PJ_Q,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1gxEDFglHC2xjZiryrV5Qd,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0ivWslnTv8s9YJ_YlmkMB4,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2v9LowONnBNwE1oXkhGUQO,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1fY4FNYbT8SwhTTqBZWcp5,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2_yAiiHIr8uACoa5SrGRBq,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2pWSm5PNn3HxVZpcfrfPvu,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,25E_NMNRPDHA9$auVn$m_$,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Gd433hMnD9gHHAUeWViZh,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2fHDHdEWD60Oz5frFFOn7q,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2YbXtamjX4PfTV1uV3y4lH,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,21pWgvv6j7K8Dtj7eC92YG,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0WRH22UXf5VQT268_eo4fv,IfcRelContainedInSpatialStructure
