Relating_Object_Type,Relating_Object_GUID,Related_Object_Type,Related_Object_GUID,Relationship_Type
IfcElementAssembly,2kWUhiZPb69OG7i0VFReiF,IfcBeam,3fAjcc8Cr0W86kpaijsEyS,IfcRelAggregates
IfcElementAssembly,2Y$X4elnL9FQRGqE8N2wW2,IfcBeam,0ljyZwzHTDKOfUsImkIWGm,IfcRelAggregates
IfcElementAssembly,0A1iyKdJvBYh9jqowPLpSL,IfcBeam,3FjyGz5hr9CRatfZc3pj5b,IfcRelAggregates
IfcElementAssembly,3Ccjck3nD7R9SJUM8TyHud,IfcBeam,1OSxIwiCH7zuEuKVY5B3yZ,IfcRelAggregates
IfcElementAssembly,3YMBK3TZ52Xx_NidgfHkhL,IfcBeam,0Wr2$0QKD0fxJmq$WQP1aQ,IfcRelAggregates
IfcElementAssembly,1TRNvYLKj1bw1RNHHbgCoz,IfcBeam,03AdEds3H3Tenwe32Hkmze,IfcRelAggregates
IfcElementAssembly,38qfP$XJH3Q96rHY83E7NN,IfcBeam,1avU4mcd12HByNbF$y_2Hl,IfcRelAggregates
IfcElementAssembly,0d3Yl6jSHAMAEMsBKN2bIo,IfcBeam,0rhda0dQ1Av92arSAwYD5A,IfcRelAggregates
IfcElementAssembly,3CzklXLHb8IOHVuIYWmPm3,IfcBeam,15nHIP60H97f5QeLwfbK2N,IfcRelAggregates
IfcElementAssembly,3ZTGsSBYX2jOOn4dCEQWUL,IfcBeam,1PL6Zpv0P0GR$KIOe31il7,IfcRelAggregates
IfcElementAssembly,0U5RdVrk1D4A1TY0zcepZV,IfcBeam,09lWFgmETFwO$BHYqy87xp,IfcRelAggregates
IfcElementAssembly,2DE6Eaf7PETeijc9jRVA_f,IfcBeam,1vAHQbFWP0zBRIiyeXir5g,IfcRelAggregates
IfcElementAssembly,3ypYuZoy5CEQlMP2tcadR4,IfcBeam,01MQTzWYbFZP3VSDiYVK5J,IfcRelAggregates
IfcElementAssembly,2llt3HFfv43eC_cMY79fFq,IfcBeam,0VZIVKzQH9J9wAWXcWvT0h,IfcRelAggregates
IfcElementAssembly,1VeDauG$zFIe_1jjunCj87,IfcBeam,3RCf_ing5C0vaXRFC6k331,IfcRelAggregates
IfcElementAssembly,1_SKk64UbDD9CJwO4QgMhf,IfcBeam,0TDgSERUrCAgtwK$mtsGWE,IfcRelAggregates
IfcElementAssembly,39XmD6ud95TxFpQUC0yzV2,IfcBeam,3HP0s97Kb7SQwOrLmavAiC,IfcRelAggregates
IfcElementAssembly,3C1D6Jhmn0QuPZJcaDabfT,IfcBeam,1RUfoQLvv5wfEHVa$RkJf4,IfcRelAggregates
IfcElementAssembly,3mh91BdCfBLO$V_tDDYhQ0,IfcBeam,0AJv1AIK1Ea8QwqZSLSx$U,IfcRelAggregates
IfcElementAssembly,1OPlsSArD38vJkrEVY3cQv,IfcBeam,2j80ry3O1CRBXynTGtnHbD,IfcRelAggregates
IfcElementAssembly,1DWUpLkeHCx8M9bAh4PJ_Q,IfcBeam,0N69AsIu9F9AJdgFCeGZLm,IfcRelAggregates
IfcElementAssembly,1gxEDFglHC2xjZiryrV5Qd,IfcColumn,0Ctolozbz2NOwaYACGafRA,IfcRelAggregates
IfcElementAssembly,0ivWslnTv8s9YJ_YlmkMB4,IfcBeam,362_7p2HD4qR6s97iI927Q,IfcRelAggregates
IfcElementAssembly,2v9LowONnBNwE1oXkhGUQO,IfcColumn,3kfE10_Dn2cxOrq$rcBzex,IfcRelAggregates
IfcElementAssembly,1fY4FNYbT8SwhTTqBZWcp5,IfcColumn,0F0EGCuhbFjhzg9ajJnMbo,IfcRelAggregates
IfcElementAssembly,2_yAiiHIr8uACoa5SrGRBq,IfcBeam,1ZJIiAxMLBowz_afPbCMmE,IfcRelAggregates
IfcElementAssembly,2pWSm5PNn3HxVZpcfrfPvu,IfcColumn,1rpaw34LP44Qf2l2RC003A,IfcRelAggregates
IfcElementAssembly,25E_NMNRPDHA9$auVn$m_$,IfcColumn,2V9CtbN_j1m9HumIAwaivQ,IfcRelAggregates
IfcElementAssembly,2Gd433hMnD9gHHAUeWViZh,IfcBeam,0hld2P1I91t9XolMEeSkS8,IfcRelAggregates
IfcElementAssembly,2fHDHdEWD60Oz5frFFOn7q,IfcColumn,1VwVb4vXv12Qu4HOQaBiAp,IfcRelAggregates
IfcElementAssembly,2YbXtamjX4PfTV1uV3y4lH,IfcColumn,0tG10Bglr2Fv$thOc5TeaM,IfcRelAggregates
IfcElementAssembly,21pWgvv6j7K8Dtj7eC92YG,IfcBeam,0WY1wZDwH3uhYlA6fM3mSv,IfcRelAggregates
IfcElementAssembly,0WRH22UXf5VQT268_eo4fv,IfcBeam,2xhRS7pKHF9QsAOHaTK2xJ,IfcRelAggregates
IfcElementAssembly,31PvCf9jr2LggvTSAY7737,IfcBeam,15p$YuWML58AV1KjZ1lmLn,IfcRelAggregates
IfcElementAssembly,3A8ICtPC95uBEEyrFX1Srk,IfcBeam,0ro_H48zj5Sx88DjKYTkgL,IfcRelAggregates
IfcElementAssembly,16zvW4rfL2OPWLzmwNiMxu,IfcBeam,0_ODMe9YP0ZfQHGlfiBXf6,IfcRelAggregates
IfcElementAssembly,24fC7XB19BBu$o4jqK6J8D,IfcBeam,19tbl$l3XDbO5ZsERnFoFd,IfcRelAggregates
IfcElementAssembly,36mXp0boD6Dg7FBi7chDSw,IfcBeam,0fnkdRmFT7ju8PYQf7SMz9,IfcRelAggregates
IfcElementAssembly,2l8rVXuJzAbRTtItIwB4j5,IfcBeam,1aZ26gXEb6OuiQnC267X_R,IfcRelAggregates
IfcElementAssembly,3U7VEQgtz4ofgtpVCZRqwr,IfcBeam,21cMwg7A9Bwh9Ux5EyfySB,IfcRelAggregates
IfcElementAssembly,0Y0nx$3nP4excHNGmgl96w,IfcBeam,3AIiUn0bb7wQ8thmLwFLTQ,IfcRelAggregates
IfcElementAssembly,0tVAYFptP7oAnhA_F_bcm5,IfcBeam,2zfSn6SpLCZfqYkcSBwLPu,IfcRelAggregates
IfcElementAssembly,0G$Ct_A$5EKeDaE$bk2oRA,IfcBeam,3rJpYAUM1CXBZKwUOXyQpd,IfcRelAggregates
IfcElementAssembly,2bIWZEjdf0BOn32jbpAOsN,IfcBeam,0weA$PsKzCXAp83S_YAc$f,IfcRelAggregates
IfcElementAssembly,07ZBrIHM19qxwWS5q9W8yh,IfcBeam,2Lb75W8uH35w9jVYUP4FYR,IfcRelAggregates
IfcElementAssembly,3jtEGV_9b53OlTx8$DIoyl,IfcBeam,1$TkZqCkXBXgplzm$TPmjO,IfcRelAggregates
IfcElementAssembly,0LFug3I0X058D8DMAtMp85,IfcBeam,2TdJ$2DPL01ArIGov0gwGz,IfcRelAggregates
IfcElementAssembly,28v5iVLWLAjuCFGzE0AdrH,IfcColumn,15rGBroTn8Qgv56tN0Obrg,IfcRelAggregates
IfcElementAssembly,2VpckMYtD2wO8Nz_1mFQ6x,IfcColumn,26YDjGxF59_8Wk_adfRhZP,IfcRelAggregates
IfcElementAssembly,3XZHEXKc90N8DjYR3E78Xd,IfcColumn,1dCKi90Uz9fPMTpS_9ns6J,IfcRelAggregates
IfcElementAssembly,0qCsi1YaL16OABoe$51l$L,IfcColumn,0xiUlld1HDc8v$rNBUkmlb,IfcRelAggregates
IfcElementAssembly,1_gm$Zi990bvEf76_VTGCj,IfcColumn,0ir$vxC5z2ahhsyLOn9KBQ,IfcRelAggregates
IfcElementAssembly,1emwMdsIT4a8TKSvg3b7mg,IfcColumn,1IANoc$ifA8Olh1ucks$oI,IfcRelAggregates
IfcElementAssembly,1RfM_$2qnExhijfvIY_6WB,IfcColumn,2L_WC_QST268nmV4S17sZH,IfcRelAggregates
IfcElementAssembly,13hWGjI1f18wYiSJM359KR,IfcBeam,1cUJ6ayb12NwpuFmp9bfYA,IfcRelAggregates
IfcElementAssembly,0FoZYm96bA_QaA23EbhXnz,IfcBeam,2gzGZGov9A4eY0VXLhWUrB,IfcRelAggregates
IfcElementAssembly,1q_3YvaY9CbxMz3PqEqVu7,IfcBeam,2ERAHzLJ9C8Rvf3K94jHLI,IfcRelAggregates
IfcElementAssembly,0HKHpLKBr64xVqEV0jo1az,IfcBeam,3lHuyhf1TFZexifLNflvlk,IfcRelAggregates
IfcElementAssembly,1cZ_aQ3QXBNg1bRk8EpcCp,IfcBeam,1YovzeZIv8lueTmeZ0j5Z4,IfcRelAggregates
IfcElementAssembly,3Qs0ZKqGD7ig1$sHIHODSl,IfcBeam,1VMt8gRj5D5hvOA3vYCCiO,IfcRelAggregates
IfcElementAssembly,1gYalzL_14SBoGlMQuTtZG,IfcBeam,0sIBE4dgD9kh6brMWmDLQQ,IfcRelAggregates
IfcElementAssembly,1St1aiQaH23xOnbZ0VPSkV,IfcBeam,3lAS5S1v50pgYyHFa0ESYo,IfcRelAggregates
IfcElementAssembly,3VK7AX38n74hpmi3oeA670,IfcBeam,0EcukwGzP2q9Pd_V7020ZU,IfcRelAggregates
IfcElementAssembly,0FPRO3nbb1x8r_GslQag52,IfcBeam,05UVPrIYH55AbHX9lu9F5Q,IfcRelAggregates
IfcElementAssembly,16tlq5AUb0nhvbOZeDZ6Pw,IfcBeam,2VMy$AWYzAxeSZejJRgn3U,IfcRelAggregates
IfcElementAssembly,3L3yzElQP3MuT3ki033quk,IfcBeam,2TTwEs6FXDwfc42eCbZDup,IfcRelAggregates
IfcElementAssembly,04wvsv2n97Z8b2Ma6tFhTV,IfcBeam,0VpaRIPhj0Qvt9LdhmI6Z1,IfcRelAggregates
IfcElementAssembly,1dtGAednb5n8ixFVHcTN9V,IfcBeam,1dqYMPJMP24hun2THVhV5y,IfcRelAggregates
IfcElementAssembly,3kOS3zbID7HfQdgEjJ1d06,IfcBeam,2PGa0kTq12phO0fCNd2wHi,IfcRelAggregates
IfcElementAssembly,3VSsPk7Rn1kOil2nKUrKWa,IfcBeam,2rektGD71AtAWbTporkd5_,IfcRelAggregates
IfcElementAssembly,18lLnBshHFQPpxPVWH8IMw,IfcBeam,2CO2x$GELBAOmxXSrKAZ8H,IfcRelAggregates
IfcElementAssembly,3VgaLJlqvEqRobbZifIFee,IfcBeam,3$Zk5EcT94KRNJRIrDIl6b,IfcRelAggregates
IfcElementAssembly,3WSVoclDXBMB1Mg3GXhUYu,IfcBeam,0CLOhY_k16ZujH2JC3UAR8,IfcRelAggregates
IfcElementAssembly,33K3MmLajAgQYcYav6PWRc,IfcBeam,1BMl7_Iqr6N9$187I34mp_,IfcRelAggregates
IfcElementAssembly,2KpR8HMXPFuPTuap3IuyZk,IfcBeam,1$pp4WT590IfQsKSOG$h0T,IfcRelAggregates
IfcElementAssembly,2AqxJuCRHE_xrJMghhV$j6,IfcBeam,2rC8acnnT57BvdPDWdTd_a,IfcRelAggregates
IfcElementAssembly,05DpnxPrb4aeoNmnsimVzE,IfcBeam,2b96oBiBH6gvkwtBDoCTPj,IfcRelAggregates
IfcElementAssembly,3IqpAOhpf508PZFgGSpvoe,IfcBeam,3dye9DCAf3zeMuNcbRhTI6,IfcRelAggregates
IfcElementAssembly,1lRrqlt7P41AHZQp8WID4b,IfcBeam,17MOqrO5H2ggCEr95$GzOu,IfcRelAggregates
IfcElementAssembly,23lbl0Foz7LOF_5P2laWs4,IfcBeam,1gY8bsifD9o9sVbt45sHk5,IfcRelAggregates
IfcElementAssembly,2t2AwOISzBV979RvrUtUXt,IfcBeam,2N6FRu8sX6BBhgCcWKbq4u,IfcRelAggregates
IfcElementAssembly,0QEgBJeY52SRIgAiLZ5lSl,IfcBeam,1HpnrK4j57E8p3w3Hfb7MF,IfcRelAggregates
IfcElementAssembly,0i3n3m5rz3AxPo11yRM1eR,IfcBeam,17xSARiND4wgogldA75nYF,IfcRelAggregates
IfcElementAssembly,0XAlahgWzFLeS81LiQh48Y,IfcBeam,0eCp2hUsz1SfO8CZUF0U4f,IfcRelAggregates
IfcElementAssembly,0U0LdSvz54UOxn85YnJ4Ak,IfcBeam,0WnpaikWj1vQT9cAYBXsRk,IfcRelAggregates
IfcElementAssembly,08VygUrPz9ferT0omt2klS,IfcBeam,2NHBkIHwb4HfdoLFL6A0d3,IfcRelAggregates
IfcElementAssembly,1z7ekFGNTAdQg6km$4RaWc,IfcBeam,2lg4WccMzAOePZiO$5FMhn,IfcRelAggregates
IfcElementAssembly,3Jsl4GMPL3LR8AYUs3nLLf,IfcBeam,2U5IrgQOLFMunaHXjAYETk,IfcRelAggregates
IfcElementAssembly,3jxASOIcfC4xztWbW5n555,IfcSlab,3ZCHldh$9F6xHxkRgC6vWb,IfcRelAggregates
IfcElementAssembly,1x8fCHQQ989w8Jey62$pLK,IfcSlab,07tSQGIqfEsPKCxryY_hfR,IfcRelAggregates
IfcElementAssembly,0YvMC6wULCxOdEtYoFjngZ,IfcSlab,3w1jQ6VGLDmvuVDHbMesKU,IfcRelAggregates
IfcElementAssembly,0J0dWHQGT22epXXUBdwidL,IfcSlab,1RToafDf15xPtGNtHQCopn,IfcRelAggregates
IfcElementAssembly,1mx3nJGFn6QRvXN$3Sx441,IfcSlab,1L4APFL4DD5xreXttIP4h9,IfcRelAggregates
IfcElementAssembly,1ExKBcHojEfucPRe8Ja$tI,IfcSlab,3uGc5szY1BhRXltKeH_tcg,IfcRelAggregates
IfcElementAssembly,0O_ZjJ1mrAD9YeCZszi7N_,IfcSlab,0GLXXp52T3WBV6Zm9mquPm,IfcRelAggregates
IfcElementAssembly,2NnI2re3rEmwJCO$VxE5VR,IfcSlab,3FMjSdEvf98AiAcBGiStfk,IfcRelAggregates
IfcElementAssembly,1eK2I1w8fFhuiyT1$spfh3,IfcSlab,3IuE4jflHFxw6Wb9izuhFA,IfcRelAggregates
IfcElementAssembly,2djcF9I_r9RwOO0Z7lb0um,IfcSlab,2oG5CLACr8xAZqP74wFG0T,IfcRelAggregates
IfcElementAssembly,1lZEJ83_PD7ubEVfnjwlwI,IfcSlab,3MBOzAUbP3YPGsYKZlwnm7,IfcRelAggregates
IfcElementAssembly,33RShkS6j3Fg0Vdyn9PQN2,IfcSlab,2a$3K27gT2FBF3cfc7hcr_,IfcRelAggregates
IfcElementAssembly,1vUGZ1tDr0b8$p_xJOKRw9,IfcBeam,1PspD_EE99MAfNKC6ngLbI,IfcRelAggregates
IfcElementAssembly,3OoGTqYK9El9gkog0GRbkI,IfcBeam,3W3lbVGRH3mufsxviW9RSA,IfcRelAggregates
IfcElementAssembly,0E95lf_69A2x9CB0R1YFIC,IfcBeam,1pETRz_MD5eQOISMzQk_wd,IfcRelAggregates
IfcElementAssembly,1cfTl_DerCjuoyforhKjjk,IfcBeam,3x7Hcjg8fAPPL8yWHZRy7e,IfcRelAggregates
IfcElementAssembly,1hTd3RLAP0eRyPa61Pypkh,IfcColumn,1GqIOsf153Je2kUmQuFuuT,IfcRelAggregates
IfcElementAssembly,2jVGu15WDEluDEWcOSOVaS,IfcColumn,1cdWf5G1P5Hfwx30a3bWuC,IfcRelAggregates
IfcElementAssembly,3Ot0YGeBj61QWUnvhFXjaV,IfcColumn,2LDMVYgk10kPXQZJhWC9gR,IfcRelAggregates
IfcElementAssembly,2lpF6JRAT3I97ovaE_1HvM,IfcColumn,0G7uA3NfbFGglfuJgXNDDi,IfcRelAggregates
IfcElementAssembly,3t0IDyGGj3chrWz4TebtFi,IfcColumn,0ZWmJL7e96ax40XysyRBcn,IfcRelAggregates
IfcElementAssembly,3l0$w4wrX7euhNLhEDtByw,IfcColumn,0ke8T1ghPDMhABU6jZtT6O,IfcRelAggregates
IfcElementAssembly,1KDW8FO1H83fPiTpxoHAFm,IfcColumn,1JBOSg$y95YvJpaB4ttpet,IfcRelAggregates
IfcElementAssembly,0eAhYrAJr1QvLXOf4Vz90N,IfcColumn,1oCXjkNkLDX99B64XFlCiW,IfcRelAggregates
IfcElementAssembly,0o2fmor5TBFumOLKNL8nwZ,IfcColumn,21D0CIVOrC_RDmUEiVHEfZ,IfcRelAggregates
IfcElementAssembly,1K64yMPDbDEAWxznqFlcQe,IfcColumn,3NaVCtvqv7HR2VGKMH0pPM,IfcRelAggregates
IfcElementAssembly,0NLzROQTvCI8V3_Ot9Uyla,IfcColumn,2nUbgg96LCHwVKdkz8AOwT,IfcRelAggregates
IfcElementAssembly,2zR7jCBkL3fhCkQMm1ctON,IfcColumn,1p3W$Qhu17d9fcHG6W0Bfe,IfcRelAggregates
IfcElementAssembly,2oSKoRANP9rfYD94UxKmKB,IfcColumn,0$DZkUA0HALABraprVLSyW,IfcRelAggregates
IfcElementAssembly,1edjP7nnz8W9FWI1u2nXn_,IfcColumn,1VHYCv4Qn5T9x2uLuJ1FQz,IfcRelAggregates
IfcElementAssembly,1L02GNXK907xMv066XLqhL,IfcColumn,0uMLOABYf5PxfaeHNWHEly,IfcRelAggregates
IfcElementAssembly,34p2mNL5D1zQ2paajOTOWx,IfcColumn,3mtLDkdUnFnwp8sgw8RUEh,IfcRelAggregates
IfcElementAssembly,2Uz01ofnTCSRxrECa9JMsu,IfcColumn,1BExISgHD0nRu0OGWusZPw,IfcRelAggregates
IfcElementAssembly,14p4gUVSrB3hEqB3Ydj8RN,IfcColumn,0HsI1yml9DvR4s1bHF$yUI,IfcRelAggregates
IfcElementAssembly,3pBkgGhoz7$vrepflvkOW8,IfcColumn,3C0HLT$Ij94AwkS2Fj4qCp,IfcRelAggregates
IfcElementAssembly,3NY0VQCC1A280oEbYt36p1,IfcColumn,3Hozcd_KL28wb8zGovlewg,IfcRelAggregates
IfcElementAssembly,32VpbLBIf97BZA075NEINI,IfcColumn,1SoSMsPAL3Cwpe8VNO_OVd,IfcRelAggregates
IfcElementAssembly,0Unw0GJLv3hfN__dhmHR$g,IfcColumn,3Z_DL1FA9EYh$HHtYFWmZa,IfcRelAggregates
IfcElementAssembly,3anP$WuDbETekmO68LV4gR,IfcColumn,1SAjyDHmzD0g3KVHxr1nwG,IfcRelAggregates
IfcElementAssembly,0rxH4HDYn8owE$BhJoJMvS,IfcColumn,0uQFIZN_5CCO7ZCk3ojiwk,IfcRelAggregates
IfcElementAssembly,3QjaETS0z6iBFYI7neHv$V,IfcColumn,0kyFPTxGj12uae38Wmd2c5,IfcRelAggregates
IfcElementAssembly,0zni$GRxTFrOWsjGwfXMU_,IfcColumn,0Li$QNuBPDPwobHtbVDLdH,IfcRelAggregates
IfcElementAssembly,2lfEItUEnCtxsg8423488I,IfcColumn,0vUDgNwbnFh8Q1fZ3OHdS8,IfcRelAggregates
IfcElementAssembly,356yBtyrb6mRxFmVr02dFn,IfcColumn,00PE65CPT698jqqFPrepfq,IfcRelAggregates
IfcElementAssembly,3kUkVhPY99PxpUv8KwozSA,IfcSlab,2CiTKT$In2Hh1vKfVLiavt,IfcRelAggregates
IfcElementAssembly,1HgEfIXlX3uOcuHch_gTSy,IfcBeam,0UaoIg__14wuuxGXp2l3Vr,IfcRelAggregates
IfcElementAssembly,1IvhGUK1n6hPNp8egd097C,IfcBeam,2T9WwgKa17KQtPiPa_TnpJ,IfcRelAggregates
IfcElementAssembly,1w7rR6Yof5n8iU0aTevT$W,IfcColumn,2uP3sCruj3HvetMjbPoxxx,IfcRelAggregates
IfcElementAssembly,2y5CHxn8n1B8Uhnj0n5Ouo,IfcBeam,0UkeHciZzAwucyB5uT2pAc,IfcRelAggregates
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcRelAggregates
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1BEBbZr8rFKfD7BRvk5k5W,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2485t0tnnFk8VBxshABsoN,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0IWa_v4MjCDvgr7Wh2$4uz,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,26AA6TO$LF7ho_UEcXGnkY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2rP$bnUAX4IQUphBqwfx2R,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2xRvfsgyzC$g3$$FAiT0YT,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1cLHZ27z52DfwL22_KDgdU,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0vTj3xyBjDJhbKX3A0vJLz,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2o6VxxuOT4GAJf6EbwgKE2,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2GLFCA7RL2cg4zjOTj3tW_,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,245RmERvnEPPQeXaYS8j7f,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0YYHvqh9rCC8$cfgBktOco,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Jrrv4qMv1dgmt27fQ535v,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0hagu1ROz7sgAx7lsZHry1,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0dBfEPpvr01QB2k5sVxQpX,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3dpWsiWZ9BDh6hloLAq_YY,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3AvMCM671ExAbXGxvyhTZx,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0OjSOObwb08ABG5PbOBAAG,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1hIQ1KUrbCXOlZCXtFFOXH,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Kt_uJlMz0fBN_zj952gjP,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1BeCPzn5bE$OxktgIjG8FM,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3fqMfyCf90FPDvIM8jp1u4,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,31_q6INUL6Q8Ww63XjsFPu,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3oMy4Jt$500PiLRxs0U8Pn,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0KTdd1MIv0FhFftHqNYBCB,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1q$gt4pELAQAtWlaaaSsax,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2oJWLXeDHFDfAT4A5SCWRa,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2tkjGRBMv6hekYJxy$MFSr,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0i_EIPL2X3zBoa2OUeNN7$,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2zATC7OZz8PgXW5E2cXgSi,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,39C2aGBd9EZ879eCtOHDKK,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,26zvXBpDz1kgVtV3hSd3xD,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1hbTJgfIH5jQDmn6c5sBNM,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3TA7lF99LA_PgQruL$IB4d,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3PYQmBJOPDnO8FIwAn_m7k,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,27QLzrRRjAPO5OWEXT2Rxo,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2yMIEmuoXEmuKtmh91o0C8,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,08DyB0rpjAcR4tCCBhad3Z,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2C$VWuhzP5HeIFKvjv3bGi,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0aZV9f0Xr3lPYn1EwP3YM6,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2XLwUw_ab6ie8MZ1Uj3Kjg,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1XTKX_wDrAgAE7l622LKIH,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Q5jAbZSb9FOss9G$aExOS,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3fQNJR53n9gQYynhVjqnow,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0P5nNalnXCU9dZqipR47fA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,17L8tPC$10791ocpW6y1G2,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,13EldJjE5CtQqaXqT5D6lx,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2gRzVhSkX3sOJO7iAmID9W,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3riZYjguf3vQ60PxRJWbgV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1Xiq5ZlhHAN9vzBsLwTpWN,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0huRhsVhLCQPLOtKUBRl0d,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0lpIJHiJf32xL6ECetWAJn,IfcRelContainedInSpatialStructure
